equipo,nombre,posicion,rating,liga
Sudáfrica,Rayners Iqraam,Delantero,70,Asia_Africa
Sudáfrica,Chaine Sipho,Portero,68,Asia_Africa
Sudáfrica,Makgopa Evidence,Delantero,71,Asia_Africa
Sudáfrica,Kabini Samukele,Defensa,65,Asia_Africa
Sudáfrica,Sibisi Nkosinathi,Defensa,67,Asia_Africa
Sudáfrica,Mudau Khuliso,Defensa,69,Asia_Africa
Sudáfrica,Okon Ime,Defensa,65,Asia_Africa
Sudáfrica,Goss Ricardo,Portero,64,Champions
Sudáfrica,Adams Jayden,Mediocampista,68,Champions
Sudáfrica,Makhanya Olwethu,Defensa,63,Asia_Africa
Sudáfrica,Sebelebele Kamogelo,Delantero,66,Asia_Africa
Sudáfrica,Cross Bradley,Defensa,63,Asia_Africa
España,Raya David,Portero,85,Champions
España,Pubill Marc,Defensa,73,Champions
España,Grimaldo Alex,Defensa,82,Champions
España,Garcia Eric,Defensa,78,Champions
España,Llorente Marcos,Defensa,81,Champions
España,Merino Mikel,Mediocampista,83,Champions
España,Torres Ferran,Delantero,82,Champions
España,Ruiz Fabian,Mediocampista,84,Champions
España,Gavi,Mediocampista,85,Champions
España,Olmo Dani,Mediocampista,86,Champions
España,Pino Yeremy,Delantero,78,Champions
España,Porro Pedro,Defensa,80,Champions
España,Garcia Joan,Portero,74,Champions
España,Laporte Aymeric,Defensa,84,Asia_Africa
España,Baena Alex,Mediocampista,75,Champions
España,Rodri,Mediocampista,91,Champions
España,Williams Nico,Delantero,84,Champions
España,Zubimendi Martin,Mediocampista,82,Champions
España,Yamal Lamine,Delantero,87,Champions
España,Pedri,Mediocampista,88,Champions
España,Oyarzabal Mikel,Delantero,82,Champions
España,Cubarsi Pau,Defensa,78,Champions
España,Simon Unai,Portero,84,Champions
España,Cucurella Marc,Defensa,80,Champions
España,Munoz Victor,Delantero,70,Champions
España,Iglesias Borja,Delantero,74,Champions
Suecia,Widell Zetterstrom Jacob,Portero,70,Europa
Suecia,Lagerbielke Gustaf,Defensa,73,Champions
Suecia,Lindelof Victor,Defensa,80,Champions
Suecia,Hien Isak,Defensa,79,Champions
Suecia,Gudmundsson Gabriel,Defensa,74,Champions
Suecia,Johansson Herman,Defensa,68,Europa
Suecia,Bergvall Lucas,Mediocampista,77,Champions
Suecia,Svensson Daniel,Defensa,72,Europa
Suecia,Isak Alexander,Delantero,87,Champions
Suecia,Nygren Benjamin,Mediocampista,73,Europa
Suecia,Elanga Anthony,Delantero,77,Champions
Suecia,Johansson Viktor,Portero,72,Europa
Suecia,Sema Ken,Mediocampista,74,Champions
Suecia,Ekdal Hjalmar,Defensa,72,Europa
Suecia,Starfelt Carl,Defensa,75,Champions
Suecia,Karlstrom Jesper,Mediocampista,73,Europa
Suecia,Gyokeres Viktor,Delantero,87,Champions
Suecia,Ayari Yasin,Mediocampista,74,Champions
Suecia,Svanberg Mattias,Mediocampista,74,Champions
Suecia,Smith Eric,Defensa,70,Champions
Suecia,Bernhardsson Alexander,Defensa,71,Europa
Suecia,Zeneli Besfort,Mediocampista,70,Europa
Suecia,Nordfeldt Kristoffer,Portero,72,Europa
Suecia,Stroud Elliot,Defensa,65,Europa
Suecia,Nilsson Gustaf,Delantero,73,Europa
Suecia,Ali Taha,Delantero,67,Europa
Suiza,Kobel Gregor,Portero,83,Champions
Suiza,Muheim Miro,Defensa,72,Champions
Suiza,Widmer Silvan,Defensa,76,Champions
Suiza,Elvedi Nico,Defensa,79,Champions
Suiza,Akanji Manuel,Defensa,85,Champions
Suiza,Zakaria Denis,Mediocampista,78,Champions
Suiza,Embolo Breel,Delantero,80,Champions
Suiza,Freuler Remo,Mediocampista,81,Champions
Suiza,Manzambi Johan,Mediocampista,71,Europa
Suiza,Xhaka Granit,Mediocampista,84,Champions
Suiza,Ndoye Dan,Delantero,79,Champions
Suiza,Mvogo Yvon,Portero,73,Champions
Suiza,Rodriguez Ricardo,Defensa,78,Europa
Suiza,Jashari Ardon,Mediocampista,74,Europa
Suiza,Sow Djibril,Mediocampista,73,Champions
Suiza,Fassnacht Christian,Delantero,74,Champions
Suiza,Vargas Ruben,Delantero,78,Champions
Suiza,Coemert Eray,Defensa,73,Champions
Suiza,Okafor Noah,Delantero,78,Champions
Suiza,Aebischer Michel,Mediocampista,74,Champions
Suiza,Keller Marvin,Portero,66,Europa
Suiza,Rieder Fabian,Mediocampista,74,Champions
Suiza,Amdouni Zeki,Delantero,76,Champions
Suiza,Amenda Aurele,Defensa,71,Champions
Suiza,Jaquez Luca,Defensa,71,Champions
Suiza,Itten Cedric,Delantero,73,Europa
Túnez,Chamakh Mouhib,Portero,67,Asia_Africa
Túnez,Abdi Ali,Defensa,70,Asia_Africa
Túnez,Talbi Montassar,Defensa,73,Europa
Túnez,Rekik Omar,Defensa,70,Europa
Túnez,Arous Adam,Defensa,65,Europa
Túnez,Bronn Dylan,Defensa,72,Champions
Túnez,Achouri Elias,Delantero,72,Europa
Túnez,Saad Elias,Delantero,72,Europa
Túnez,Mastouri Hazem,Delantero,72,Europa
Túnez,Mejbri Hannibal,Mediocampista,76,Champions
Túnez,Gharbi Ismael,Mediocampista,74,Champions
Túnez,Ben Ouanes Mortadha,Defensa,68,Europa
Túnez,Khedira Rani,Mediocampista,73,Champions
Túnez,Ayari Khalil,Mediocampista,70,Europa
Túnez,Hadj Mahmoud Mohamed,Mediocampista,68,Europa
Túnez,Dahmen Aymen,Portero,73,Champions
Túnez,Skhiri Ellyes,Mediocampista,79,Champions
Túnez,Elloumi Rayan,Delantero,67,Europa
Túnez,Chaouat Firas,Delantero,70,Europa
Túnez,Valery Yan,Defensa,69,Champions
Túnez,Ben Hmida Mohamed Amine,Defensa,67,Europa
Túnez,Ben Hessen Sabri,Portero,65,Europa
Túnez,Neffati Moutaz,Defensa,65,Europa
Túnez,Chikhaoui Raed,Defensa,64,Europa
Túnez,Slimane Anis,Mediocampista,73,Champions
Túnez,Tounekti Sebastian,Mediocampista,70,Europa
Turquía,Gunok Mert,Portero,79,Europa
Turquía,Celik Zeki,Defensa,80,Champions
Turquía,Demiral Merih,Defensa,82,Asia_Africa
Turquía,Soyuncu Caglar,Defensa,81,Champions
Turquía,Ozcan Salih,Mediocampista,77,Champions
Turquía,Kokcu Orkun,Mediocampista,80,Champions
Turquía,Akturkoglu Kerem,Delantero,80,Europa
Turquía,Guler Arda,Delantero,84,Champions
Turquía,Gul Deniz,Delantero,71,Europa
Turquía,Calhanoglu Hakan,Mediocampista,86,Champions
Turquía,Yildiz Kenan,Delantero,82,Champions
Turquía,Bayindir Altay,Portero,76,Champions
Turquía,Elmali Eren,Defensa,72,Europa
Turquía,Bardakci Abdulkerim,Defensa,75,Europa
Turquía,Kabak Ozan,Defensa,77,Champions
Turquía,Yuksek Ismail,Mediocampista,75,Europa
Turquía,Kahveci Irfan Can,Delantero,76,Europa
Turquía,Muldur Mert,Defensa,76,Champions
Turquía,Akgun Yunus,Delantero,74,Champions
Turquía,Kadioglu Ferdi,Defensa,80,Champions
Turquía,Yilmaz Baris Alper,Delantero,76,Europa
Turquía,Ayhan Kaan,Mediocampista,76,Champions
Turquía,Cakir Ugurcan,Portero,80,Europa
Turquía,Aydin Oguz,Delantero,71,Europa
Turquía,Akaydin Samet,Defensa,72,Europa
Turquía,Uzun Can,Delantero,72,Champions
Uruguay,Rochet Sergio,Portero,80,Champions
Uruguay,Gimenez Jose Maria,Defensa,85,Champions
Uruguay,Caceres Sebastian,Defensa,73,America
Uruguay,Araujo Ronald,Defensa,85,Champions
Uruguay,Ugarte Manuel,Mediocampista,83,Champions
Uruguay,Bentancur Rodrigo,Mediocampista,83,Champions
Uruguay,De La Cruz Nicolas,Mediocampista,79,Champions
Uruguay,Valverde Federico,Mediocampista,88,Champions
Uruguay,Nunez Darwin,Delantero,86,Champions
Uruguay,De Arrascaeta Giorgian,Mediocampista,82,America
Uruguay,Pellistri Facundo,Delantero,76,Champions
Uruguay,Mele Santiago,Portero,73,America
Uruguay,Varela Guillermo,Defensa,72,Champions
Uruguay,Canobbio Agustin,Mediocampista,74,America
Uruguay,Martinez Emiliano,Mediocampista,72,America
Uruguay,Olivera Mathias,Defensa,78,Champions
Uruguay,Vina Matias,Defensa,76,America
Uruguay,Rodriguez Brian Paul,Delantero,74,America
Uruguay,Aguirre Rodrigo,Delantero,72,America
Uruguay,Araujo Maxi,Mediocampista,74,Champions
Uruguay,Vinas Federico,Delantero,72,America
Uruguay,Piquerez Joaquin,Defensa,74,America
Uruguay,Muslera Fernando,Portero,79,Europa
Uruguay,Bueno Santiago,Defensa,74,Champions
Uruguay,Sanabria Juan Manuel,Mediocampista,68,Europa
Uruguay,Zalazar Rodrigo,Mediocampista,70,Champions
Estados Unidos,Turner Matt,Portero,78,Champions
Estados Unidos,Dest Sergino,Defensa,78,Champions
Estados Unidos,Richards Chris,Defensa,78,Champions
Estados Unidos,Adams Tyler,Mediocampista,80,Champions
Estados Unidos,Robinson Antonee,Defensa,80,Champions
Estados Unidos,Trusty Auston,Defensa,73,Champions
Estados Unidos,Reyna Giovanni,Mediocampista,79,Champions
Estados Unidos,Mckennie Weston,Mediocampista,80,Champions
Estados Unidos,Pepi Ricardo,Delantero,77,Champions
Estados Unidos,Pulisic Christian,Delantero,86,Champions
Estados Unidos,Aaronson Brenden,Mediocampista,77,Champions
Estados Unidos,Robinson Miles,Defensa,75,America
Estados Unidos,Ream Tim,Defensa,73,Champions
Estados Unidos,Berhalter Sebastian,Mediocampista,70,America
Estados Unidos,Roldan Cristian,Mediocampista,72,America
Estados Unidos,Freeman Alex,Defensa,70,America
Estados Unidos,Tillman Malik,Mediocampista,74,Champions
Estados Unidos,Arfsten Max,Defensa,69,Champions
Estados Unidos,Wright Haji,Delantero,75,Champions
Estados Unidos,Balogun Folarin,Delantero,78,Champions
Estados Unidos,Weah Timothy,Delantero,76,Champions
Estados Unidos,Mckenzie Mark,Defensa,73,Champions
Estados Unidos,Scally Joe,Defensa,73,Champions
Estados Unidos,Freese Matt,Portero,73,Champions
Estados Unidos,Brady Chris,Portero,68,America
Estados Unidos,Zendejas Alex,Delantero,70,America
Uzbekistán,Yusupov Utkir,Portero,68,Asia_Africa
Uzbekistán,Khusanov Abdukodir,Defensa,74,Champions
Uzbekistán,Alijonov Khojiakbar,Defensa,67,Asia_Africa
Uzbekistán,Sayfiev Farrukh,Defensa,67,Asia_Africa
Uzbekistán,Ashurmatov Rustam,Defensa,68,Asia_Africa
Uzbekistán,Mozgovoy Akmal,Mediocampista,67,Asia_Africa
Uzbekistán,Shukurov Otabek,Mediocampista,72,Asia_Africa
Uzbekistán,Iskanderov Jamshid,Mediocampista,68,Asia_Africa
Uzbekistán,Xamrobekov Odiljon,Mediocampista,68,Asia_Africa
Uzbekistán,Masharipov Jaloliddin,Mediocampista,73,Asia_Africa
Uzbekistán,Urunov Oston,Mediocampista,72,Champions
Uzbekistán,Nematov Abduvohid,Portero,65,Asia_Africa
Uzbekistán,Nasrullaev Sherzod,Defensa,67,Asia_Africa
Uzbekistán,Shomurodov Eldor,Delantero,78,Champions
Uzbekistán,Eshmurodov Umar,Defensa,66,Asia_Africa
Uzbekistán,Ergashev Botirali,Portero,64,Asia_Africa
Uzbekistán,Khamdamov Dostonbek,Mediocampista,69,Asia_Africa
Uzbekistán,Abdullaev Abdulla,Defensa,66,Asia_Africa
Uzbekistán,Ganiev Azizjon,Mediocampista,67,Asia_Africa
Uzbekistán,Amonov Azizbek,Delantero,68,Asia_Africa
Uzbekistán,Sergeev Igor,Delantero,73,Asia_Africa
Uzbekistán,Fayzullaev Abbosbek,Mediocampista,72,Champions
Uzbekistán,Esanov Sherzod,Mediocampista,65,Asia_Africa
Uzbekistán,Karimov Behruzjon,Defensa,62,Asia_Africa
Uzbekistán,Ulmasaliyev Avazbek,Defensa,63,Asia_Africa
Uzbekistán,Urozov Jakhongir,Defensa,63,Asia_Africa
